phe1_name	phe2_name	gcor	gcor_SE	zscore	P	phe1_isBinary	phe2_isBinary	ToMultiply	gcor_old	zscore_old
BP	Tat	NA	NA	NA	NA	True	True	1	NA	NA
BP	Ton	NA	NA	NA	NA	True	True	1	NA	NA
BP	UA	NA	NA	NA	NA	True	False	-1	NA	NA
BP	UC	NA	NA	NA	NA	True	True	1	NA	NA
BP	UP	NA	NA	NA	NA	True	True	1	NA	NA
BP	Urt	NA	NA	NA	NA	True	True	1	NA	NA
BP	VA	NA	NA	NA	NA	True	True	1	NA	NA
BP	WBC	NA	NA	NA	NA	True	False	-1	NA	NA
BP	sCr	NA	NA	NA	NA	True	False	-1	NA	NA
BT	BT	0.9946	1.9891	0.5	0.617	True	True	1	0.9946	0.5
BT	BUN	NA	NA	NA	NA	True	False	-1	NA	NA
BT	BW	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Br	NA	NA	NA	NA	True	True	1	NA	NA
BT	Bro	NA	NA	NA	NA	True	True	1	NA	NA
BT	BtC	NA	NA	NA	NA	True	True	1	NA	NA
BT	C01D	NA	NA	NA	NA	True	True	1	NA	NA
BT	C02	NA	NA	NA	NA	True	True	1	NA	NA
BT	C03	NA	NA	NA	NA	True	True	1	NA	NA
BT	C07	NA	NA	NA	NA	True	True	1	NA	NA
BT	C08	NA	NA	NA	NA	True	True	1	NA	NA
BT	C09	NA	NA	NA	NA	True	True	1	NA	NA
BT	C10AA	NA	NA	NA	NA	True	True	1	NA	NA
BT	CA_Un	NA	NA	NA	NA	True	True	1	NA	NA
BT	CB	NA	NA	NA	NA	True	True	1	NA	NA
BT	CC	NA	NA	NA	NA	True	True	1	NA	NA
BT	CD	NA	NA	NA	NA	True	True	1	NA	NA
BT	CF	NA	NA	NA	NA	True	True	1	NA	NA
BT	CG	NA	NA	NA	NA	True	True	1	NA	NA
BT	CHB	NA	NA	NA	NA	True	True	1	NA	NA
BT	CHC	NA	NA	NA	NA	True	True	1	NA	NA
BT	CHF	NA	NA	NA	NA	True	True	1	NA	NA
BT	CL	NA	NA	NA	NA	True	True	1	NA	NA
BT	COPD	NA	NA	NA	NA	True	True	1	NA	NA
BT	CP	NA	NA	NA	NA	True	True	1	NA	NA
BT	CS	NA	NA	NA	NA	True	True	1	NA	NA
BT	CRF	NA	NA	NA	NA	True	True	1	NA	NA
BT	CRP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	CSOM	NA	NA	NA	NA	True	True	1	NA	NA
BT	CTS	NA	NA	NA	NA	True	True	1	NA	NA
BT	CVD	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ca	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Car	NA	NA	NA	NA	True	True	1	NA	NA
BT	Cat	NA	NA	NA	NA	True	True	1	NA	NA
BT	CeAn	NA	NA	NA	NA	True	True	1	NA	NA
BT	CeC	NA	NA	NA	NA	True	True	1	NA	NA
BT	ChG	NA	NA	NA	NA	True	True	1	NA	NA
BT	ChP	NA	NA	NA	NA	True	True	1	NA	NA
BT	ChS	NA	NA	NA	NA	True	True	1	NA	NA
BT	Cho	NA	NA	NA	NA	True	True	1	NA	NA
BT	Cir	NA	NA	NA	NA	True	True	1	NA	NA
BT	Co	NA	NA	NA	NA	True	True	1	NA	NA
BT	Cys	NA	NA	NA	NA	True	True	1	NA	NA
BT	DBP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	DC	NA	NA	NA	NA	True	True	1	NA	NA
BT	DN	NA	NA	NA	NA	True	True	1	NA	NA
BT	Dep	NA	NA	NA	NA	True	True	1	NA	NA
BT	Dip	NA	NA	NA	NA	True	True	1	NA	NA
BT	Dys	NA	NA	NA	NA	True	True	1	NA	NA
BT	EC	NA	NA	NA	NA	True	True	1	NA	NA
BT	EM	NA	NA	NA	NA	True	True	1	NA	NA
BT	EOS	NA	NA	NA	NA	True	False	-1	NA	NA
BT	EV	NA	NA	NA	NA	True	True	1	NA	NA
BT	EcP	NA	NA	NA	NA	True	True	1	NA	NA
BT	EnC	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ep	NA	NA	NA	NA	True	True	1	NA	NA
BT	FA	NA	NA	NA	NA	True	True	1	NA	NA
BT	FNP	NA	NA	NA	NA	True	True	1	NA	NA
BT	FS	NA	NA	NA	NA	True	True	1	NA	NA
BT	GBP	NA	NA	NA	NA	True	True	1	NA	NA
BT	GC	NA	NA	NA	NA	True	True	1	NA	NA
BT	GD	NA	NA	NA	NA	True	True	1	NA	NA
BT	GERD	NA	NA	NA	NA	True	True	1	NA	NA
BT	GGT	NA	NA	NA	NA	True	False	-1	NA	NA
BT	GP	NA	NA	NA	NA	True	True	1	NA	NA
BT	GU	NA	NA	NA	NA	True	True	1	NA	NA
BT	Gla	NA	NA	NA	NA	True	True	1	NA	NA
BT	Glucose	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Goi	NA	NA	NA	NA	True	True	1	NA	NA
BT	H03A	NA	NA	NA	NA	True	True	1	NA	NA
BT	HAV	NA	NA	NA	NA	True	True	1	NA	NA
BT	HC	NA	NA	NA	NA	True	True	1	NA	NA
BT	HD	NA	NA	NA	NA	True	True	1	NA	NA
BT	HDLC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	HI	NA	NA	NA	NA	True	True	1	NA	NA
BT	HL	NA	NA	NA	NA	True	True	1	NA	NA
BT	Hb	NA	NA	NA	NA	True	False	-1	NA	NA
BT	HbA1c	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Hei	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Her	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ht	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Hype	NA	NA	NA	NA	True	True	1	NA	NA
BT	Hypo	NA	NA	NA	NA	True	True	1	NA	NA
BT	IDA	NA	NA	NA	NA	True	True	1	NA	NA
BT	IH	NA	NA	NA	NA	True	True	1	NA	NA
BT	ILD	NA	NA	NA	NA	True	True	1	NA	NA
BT	IN	NA	NA	NA	NA	True	True	1	NA	NA
BT	IS	NA	NA	NA	NA	True	True	1	NA	NA
BT	ITP	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ile	NA	NA	NA	NA	True	True	1	NA	NA
BT	InH	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ins	NA	NA	NA	NA	True	True	1	NA	NA
BT	Iri	NA	NA	NA	NA	True	True	1	NA	NA
BT	JRA	NA	NA	NA	NA	True	True	1	NA	NA
BT	Kel	NA	NA	NA	NA	True	True	1	NA	NA
BT	L04	NA	NA	NA	NA	True	True	1	NA	NA
BT	LDLC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	LYM	NA	NA	NA	NA	True	False	-1	NA	NA
BT	LiC	NA	NA	NA	NA	True	True	1	NA	NA
BT	LuC	NA	NA	NA	NA	True	True	1	NA	NA
BT	M01A	NA	NA	NA	NA	True	True	1	NA	NA
BT	M05B	NA	NA	NA	NA	True	True	1	NA	NA
BT	MA	NA	NA	NA	NA	True	True	1	NA	NA
BT	MAP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	MCH	NA	NA	NA	NA	True	False	-1	NA	NA
BT	MCHC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	MCV	NA	NA	NA	NA	True	False	-1	NA	NA
BT	MG	NA	NA	NA	NA	True	True	1	NA	NA
BT	MI	NA	NA	NA	NA	True	True	1	NA	NA
BT	ML	NA	NA	NA	NA	True	True	1	NA	NA
BT	MON	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Mas	NA	NA	NA	NA	True	True	1	NA	NA
BT	Men	NA	NA	NA	NA	True	True	1	NA	NA
BT	Myo	NA	NA	NA	NA	True	True	1	NA	NA
BT	N02A	NA	NA	NA	NA	True	True	1	NA	NA
BT	N02BA	NA	NA	NA	NA	True	True	1	NA	NA
BT	N02BE	NA	NA	NA	NA	True	True	1	NA	NA
BT	N02C	NA	NA	NA	NA	True	True	1	NA	NA
BT	N06A	NA	NA	NA	NA	True	True	1	NA	NA
BT	NB	NA	NA	NA	NA	True	True	1	NA	NA
BT	NEU	NA	NA	NA	NA	True	False	-1	NA	NA
BT	NMI	NA	NA	NA	NA	True	True	1	NA	NA
BT	NP	NA	NA	NA	NA	True	True	1	NA	NA
BT	NS	NA	NA	NA	NA	True	True	1	NA	NA
BT	OC	NA	NA	NA	NA	True	True	1	NA	NA
BT	OP	NA	NA	NA	NA	True	True	1	NA	NA
BT	OvC	NA	NA	NA	NA	True	True	1	NA	NA
BT	PA	NA	NA	NA	NA	True	True	1	NA	NA
BT	PAD	NA	NA	NA	NA	True	True	1	NA	NA
BT	PD	NA	NA	NA	NA	True	True	1	NA	NA
BT	PE	NA	NA	NA	NA	True	True	1	NA	NA
BT	PF	NA	NA	NA	NA	True	True	1	NA	NA
BT	PKD	NA	NA	NA	NA	True	True	1	NA	NA
BT	PLC	NA	NA	NA	NA	True	True	1	NA	NA
BT	SBP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	SD	NA	NA	NA	NA	True	True	1	NA	NA
BT	SLE	NA	NA	NA	NA	True	True	1	NA	NA
BT	Sch	NA	NA	NA	NA	True	True	1	NA	NA
BT	T1D	NA	NA	NA	NA	True	True	1	NA	NA
BT	TBil	NA	NA	NA	NA	True	False	-1	NA	NA
BT	TG	NA	NA	NA	NA	True	False	-1	NA	NA
BT	TS	NA	NA	NA	NA	True	True	1	NA	NA
BT	ThC	NA	NA	NA	NA	True	True	1	NA	NA
BT	Typ	NA	NA	NA	NA	True	True	1	NA	NA
BT	UAP	NA	NA	NA	NA	True	True	1	NA	NA
BT	UF	NA	NA	NA	NA	True	True	1	NA	NA
BT	Uro	NA	NA	NA	NA	True	True	1	NA	NA
BT	Uve	NA	NA	NA	NA	True	True	1	NA	NA
BT	Var	NA	NA	NA	NA	True	True	1	NA	NA
BT	Zos	NA	NA	NA	NA	True	True	1	NA	NA
BT	PLT	NA	NA	NA	NA	True	False	-1	NA	NA
BT	PM	NA	NA	NA	NA	True	True	1	NA	NA
BT	PP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	PT	NA	NA	NA	NA	True	True	1	NA	NA
BT	PaC	NA	NA	NA	NA	True	True	1	NA	NA
BT	PeD	NA	NA	NA	NA	True	True	1	NA	NA
BT	Per	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pl	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pn	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pne	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pneu	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pol	NA	NA	NA	NA	True	True	1	NA	NA
BT	PrC	NA	NA	NA	NA	True	True	1	NA	NA
BT	PsV	NA	NA	NA	NA	True	True	1	NA	NA
BT	Pye	NA	NA	NA	NA	True	True	1	NA	NA
BT	R03A	NA	NA	NA	NA	True	True	1	NA	NA
BT	R03BA	NA	NA	NA	NA	True	True	1	NA	NA
BT	R06A	NA	NA	NA	NA	True	True	1	NA	NA
BT	RA	NA	NA	NA	NA	True	True	1	NA	NA
BT	RBC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	RD	NA	NA	NA	NA	True	True	1	NA	NA
BT	RF	NA	NA	NA	NA	True	True	1	NA	NA
BT	RP	NA	NA	NA	NA	True	True	1	NA	NA
BT	RW	NA	NA	NA	NA	True	True	1	NA	NA
BT	S01E	NA	NA	NA	NA	True	True	1	NA	NA
BT	SAP	NA	NA	NA	NA	True	True	1	NA	NA
BT	SAS	NA	NA	NA	NA	True	True	1	NA	NA
BT	SCS	NA	NA	NA	NA	True	True	1	NA	NA
BT	SH	NA	NA	NA	NA	True	True	1	NA	NA
BT	SS	NA	NA	NA	NA	True	True	1	NA	NA
BT	Sar	NA	NA	NA	NA	True	True	1	NA	NA
BT	SkC	NA	NA	NA	NA	True	True	1	NA	NA
BT	T2D	NA	NA	NA	NA	True	True	1	NA	NA
BT	TC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	TP	NA	NA	NA	NA	True	False	-1	NA	NA
BT	Tat	NA	NA	NA	NA	True	True	1	NA	NA
BT	Ton	NA	NA	NA	NA	True	True	1	NA	NA
BT	UA	NA	NA	NA	NA	True	False	-1	NA	NA
BT	UC	NA	NA	NA	NA	True	True	1	NA	NA
BT	UP	NA	NA	NA	NA	True	True	1	NA	NA
BT	Urt	NA	NA	NA	NA	True	True	1	NA	NA
BT	VA	NA	NA	NA	NA	True	True	1	NA	NA
BT	WBC	NA	NA	NA	NA	True	False	-1	NA	NA
BT	sCr	NA	NA	NA	NA	True	False	-1	NA	NA
BUN	BUN	1.0	6.6437e-07	1505191.1593	0.0	False	False	1	1.0	1505191.1593
BUN	BW	0.0683	0.0363	1.8804	0.06	False	False	1	0.0683	1.8804
BUN	Br	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Bro	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	BtC	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	C01D	0.0485	0.0751	0.6459	0.5183	False	True	-1	-0.0485	-0.6459
BUN	C02	0.1205	0.0802	1.5029	0.1329	False	True	-1	-0.1205	-1.5029
BUN	C03	0.1893	0.0816	2.3199	0.0203	False	True	-1	-0.1893	-2.3199
BUN	C07	0.211	0.0717	2.9419	0.0033	False	True	-1	-0.211	-2.9419
BUN	C08	0.1253	0.0666	1.8801	0.0601	False	True	-1	-0.1253	-1.8801
BUN	C09	0.2444	0.0534	4.576	4.74e-06	False	True	-1	-0.2444	-4.576
BUN	C10AA	0.0975	0.0608	1.6033	0.1089	False	True	-1	-0.0975	-1.6033
BUN	CA_Un	0.0453	0.379	0.1196	0.9048	False	True	-1	-0.0453	-0.1196
BUN	CB	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	CC	-0.1121	0.0788	-1.422	0.155	False	True	-1	0.1121	1.422
BUN	CD	-0.1068	0.1806	-0.5914	0.5542	False	True	-1	0.1068	0.5914
BUN	CF	-0.1024	0.2138	-0.479	0.6319	False	True	-1	0.1024	0.479
BUN	CG	0.2333	0.3366	0.6932	0.4882	False	True	-1	-0.2333	-0.6932
BUN	CHB	-0.1772	0.1161	-1.5265	0.1269	False	True	-1	0.1772	1.5265
BUN	CHC	-0.1262	0.1056	-1.1954	0.2319	False	True	-1	0.1262	1.1954
BUN	CHF	0.0046	0.0844	0.0544	0.9566	False	True	-1	-0.0046	-0.0544
BUN	CL	0.0623	0.0804	0.7752	0.4382	False	True	-1	-0.0623	-0.7752
BUN	COPD	-0.1803	0.1295	-1.392	0.1639	False	True	-1	0.1803	1.392
BUN	CP	0.001	0.1447	0.0068	0.9946	False	True	-1	-0.001	-0.0068
BUN	CS	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	CRF	0.3069	0.2124	1.4447	0.1485	False	True	-1	-0.3069	-1.4447
BUN	CRP	0.1599	0.1448	1.1047	0.2693	False	False	1	0.1599	1.1047
BUN	CSOM	-0.0634	0.1823	-0.3477	0.7281	False	True	-1	0.0634	0.3477
BUN	CTS	-0.0118	0.1191	-0.0991	0.921	False	True	-1	0.0118	0.0991
BUN	CVD	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Ca	-0.0287	0.0606	-0.4731	0.6361	False	False	1	-0.0287	-0.4731
BUN	Car	0.0458	0.1616	0.2836	0.7767	False	True	-1	-0.0458	-0.2836
BUN	Cat	0.1248	0.1046	1.1929	0.2329	False	True	-1	-0.1248	-1.1929
BUN	CeAn	0.0484	0.0812	0.5963	0.551	False	True	-1	-0.0484	-0.5963
BUN	CeC	0.0916	0.132	0.6939	0.4877	False	True	-1	-0.0916	-0.6939
BUN	ChG	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	ChP	-0.0827	0.1843	-0.4489	0.6535	False	True	-1	0.0827	0.4489
BUN	ChS	0.1637	0.2303	0.7107	0.4772	False	True	-1	-0.1637	-0.7107
BUN	Cho	-0.0048	0.1172	-0.041	0.9673	False	True	-1	0.0048	0.041
BUN	Cir	-0.4325	0.2819	-1.5342	0.125	False	True	-1	0.4325	1.5342
BUN	Co	-0.1677	0.2056	-0.8155	0.4148	False	True	-1	0.1677	0.8155
BUN	Cys	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	DBP	0.0754	0.0833	0.906	0.365	False	False	1	0.0754	0.906
BUN	DC	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	DN	0.0567	0.1198	0.4737	0.6357	False	True	-1	-0.0567	-0.4737
BUN	Dep	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Dip	0.1034	0.2002	0.5163	0.6056	False	True	-1	-0.1034	-0.5163
BUN	Dys	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	EC	-0.1258	0.1285	-0.9791	0.3275	False	True	-1	0.1258	0.9791
BUN	EM	-0.0394	0.1477	-0.2671	0.7894	False	True	-1	0.0394	0.2671
BUN	EOS	0.0112	0.0493	0.2269	0.8205	False	False	1	0.0112	0.2269
BUN	EV	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	EcP	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	EnC	0.1433	0.1094	1.3098	0.1903	False	True	-1	-0.1433	-1.3098
BUN	Ep	0.0144	0.1712	0.0841	0.933	False	True	-1	-0.0144	-0.0841
BUN	FA	0.1259	0.1212	1.039	0.2988	False	True	-1	-0.1259	-1.039
BUN	FNP	0.8144	1.1465	0.7104	0.4775	False	True	-1	-0.8144	-0.7104
BUN	FS	0.1887	0.1274	1.4814	0.1385	False	True	-1	-0.1887	-1.4814
BUN	GBP	-0.0766	0.1824	-0.4198	0.6747	False	True	-1	0.0766	0.4198
BUN	GC	0.0057	0.0879	0.0649	0.9482	False	True	-1	-0.0057	-0.0649
BUN	GD	0.028	0.0807	0.347	0.7286	False	True	-1	-0.028	-0.347
BUN	GERD	0.0517	0.2422	0.2136	0.8309	False	True	-1	-0.0517	-0.2136
BUN	GGT	-0.18	0.1137	-1.5823	0.1136	False	False	1	-0.18	-1.5823
BUN	GP	0.2204	0.1815	1.2146	0.2245	False	True	-1	-0.2204	-1.2146
BUN	GU	-0.0733	0.0843	-0.8704	0.3841	False	True	-1	0.0733	0.8704
BUN	Gla	0.0379	0.0693	0.5473	0.5842	False	True	-1	-0.0379	-0.5473
BUN	Glucose	-0.0915	0.0642	-1.4254	0.154	False	False	1	-0.0915	-1.4254
BUN	Goi	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	H03A	0.0569	0.1118	0.5092	0.6106	False	True	-1	-0.0569	-0.5092
BUN	HAV	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	HC	-0.0598	0.2352	-0.2543	0.7993	False	True	-1	0.0598	0.2543
BUN	HD	-0.0897	0.1773	-0.5061	0.6128	False	True	-1	0.0897	0.5061
BUN	HDLC	-0.1295	0.0914	-1.4157	0.1569	False	False	1	-0.1295	-1.4157
BUN	HI	-0.0087	0.1529	-0.0567	0.9548	False	True	-1	0.0087	0.0567
BUN	HL	0.2243	0.3209	0.699	0.4845	False	True	-1	-0.2243	-0.699
BUN	Hb	-0.1204	0.0469	-2.566	0.0103	False	False	1	-0.1204	-2.566
BUN	HbA1c	0.1246	0.0746	1.6697	0.095	False	False	1	0.1246	1.6697
BUN	Hei	0.0272	0.0303	0.9005	0.3679	False	False	1	0.0272	0.9005
BUN	Her	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Ht	-0.1072	0.0478	-2.2424	0.0249	False	False	1	-0.1072	-2.2424
BUN	Hype	-0.0102	0.11	-0.0926	0.9262	False	True	-1	0.0102	0.0926
BUN	Hypo	-0.0912	0.1668	-0.5469	0.5845	False	True	-1	0.0912	0.5469
BUN	IDA	-0.1502	0.3798	-0.3955	0.6925	False	True	-1	0.1502	0.3955
BUN	IH	0.0895	0.1005	0.8903	0.3733	False	True	-1	-0.0895	-0.8903
BUN	ILD	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	IN	-0.1016	0.1039	-0.9772	0.3285	False	True	-1	0.1016	0.9772
BUN	IS	-0.0398	0.0796	-0.5006	0.6167	False	True	-1	0.0398	0.5006
BUN	ITP	-0.0239	0.2654	-0.0899	0.9283	False	True	-1	0.0239	0.0899
BUN	Ile	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	InH	-0.0261	0.1059	-0.2461	0.8056	False	True	-1	0.0261	0.2461
BUN	Ins	0.1242	0.2014	0.6167	0.5374	False	True	-1	-0.1242	-0.6167
BUN	Iri	-0.1614	0.1969	-0.8198	0.4123	False	True	-1	0.1614	0.8198
BUN	JRA	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Kel	0.1607	0.1071	1.501	0.1334	False	True	-1	-0.1607	-1.501
BUN	L04	-0.0457	0.1018	-0.4485	0.6538	False	True	-1	0.0457	0.4485
BUN	LDLC	0.0162	0.0841	0.1929	0.847	False	False	1	0.0162	0.1929
BUN	LYM	-0.0491	0.0575	-0.8532	0.3935	False	False	1	-0.0491	-0.8532
BUN	LiC	-0.0746	0.2988	-0.2496	0.8029	False	True	-1	0.0746	0.2496
BUN	LuC	-0.3033	0.1805	-1.6802	0.0929	False	True	-1	0.3033	1.6802
BUN	M01A	-0.1763	0.1167	-1.5107	0.1309	False	True	-1	0.1763	1.5107
BUN	M05B	-0.1945	0.0973	-1.9987	0.0456	False	True	-1	0.1945	1.9987
BUN	MA	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	MAP	0.0847	0.081	1.0461	0.2955	False	False	1	0.0847	1.0461
BUN	MCH	-0.0888	0.0715	-1.2417	0.2144	False	False	1	-0.0888	-1.2417
BUN	MCHC	-0.1122	0.0722	-1.5532	0.1204	False	False	1	-0.1122	-1.5532
BUN	MCV	-0.0716	0.0623	-1.1491	0.2505	False	False	1	-0.0716	-1.1491
BUN	MG	0.0731	0.1903	0.3841	0.7009	False	True	-1	-0.0731	-0.3841
BUN	MI	0.1519	0.0887	1.7121	0.0869	False	True	-1	-0.1519	-1.7121
BUN	ML	0.1178	0.2156	0.5463	0.5849	False	True	-1	-0.1178	-0.5463
BUN	MON	-0.0071	0.054	-0.1321	0.8949	False	False	1	-0.0071	-0.1321
BUN	Mas	0.0514	0.1596	0.3219	0.7475	False	True	-1	-0.0514	-0.3219
BUN	Men	0.2501	0.165	1.5158	0.1296	False	True	-1	-0.2501	-1.5158
BUN	Myo	-0.2563	0.1726	-1.4852	0.1375	False	True	-1	0.2563	1.4852
BUN	N02A	-0.4224	1.0597	-0.3986	0.6902	False	True	-1	0.4224	0.3986
BUN	N02BA	0.102	0.0706	1.4441	0.1487	False	True	-1	-0.102	-1.4441
BUN	N02BE	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	N02C	-0.2705	0.1956	-1.3832	0.1666	False	True	-1	0.2705	1.3832
BUN	N06A	0.1372	0.148	0.9268	0.354	False	True	-1	-0.1372	-0.9268
BUN	NB	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	NEU	0.0066	0.0658	0.1002	0.9202	False	False	1	0.0066	0.1002
BUN	NMI	-0.1229	0.0967	-1.2703	0.204	False	True	-1	0.1229	1.2703
BUN	NP	-0.3071	0.1693	-1.814	0.0697	False	True	-1	0.3071	1.814
BUN	NS	0.0993	0.1527	0.6502	0.5156	False	True	-1	-0.0993	-0.6502
BUN	OC	-0.0592	0.1691	-0.3502	0.7262	False	True	-1	0.0592	0.3502
BUN	OP	-0.0141	0.0803	-0.1757	0.8606	False	True	-1	0.0141	0.1757
BUN	OvC	0.309	0.2069	1.4934	0.1353	False	True	-1	-0.309	-1.4934
BUN	PA	-0.3423	0.2862	-1.1961	0.2316	False	True	-1	0.3423	1.1961
BUN	PAD	0.1889	0.0706	2.6748	0.0075	False	True	-1	-0.1889	-2.6748
BUN	PD	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	PE	-0.0515	0.1636	-0.3146	0.7531	False	True	-1	0.0515	0.3146
BUN	PF	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	PKD	0.4084	0.2623	1.557	0.1195	False	True	-1	-0.4084	-1.557
BUN	PLC	-0.1047	0.198	-0.5288	0.597	False	True	-1	0.1047	0.5288
BUN	SBP	0.0874	0.0752	1.1615	0.2454	False	False	1	0.0874	1.1615
BUN	SD	-0.2394	0.3303	-0.7248	0.4686	False	True	-1	0.2394	0.7248
BUN	SLE	0.1221	0.1332	0.917	0.3591	False	True	-1	-0.1221	-0.917
BUN	Sch	0.0883	0.1567	0.5632	0.5733	False	True	-1	-0.0883	-0.5632
BUN	T1D	0.1898	0.1607	1.1812	0.2375	False	True	-1	-0.1898	-1.1812
BUN	TBil	0.0324	0.0585	0.5538	0.5797	False	False	1	0.0324	0.5538
BUN	TG	0.0433	0.0431	1.005	0.3149	False	False	1	0.0433	1.005
BUN	TS	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	ThC	0.1635	0.3484	0.4693	0.6389	False	True	-1	-0.1635	-0.4693
BUN	Typ	-0.0814	0.1938	-0.4198	0.6746	False	True	-1	0.0814	0.4198
BUN	UAP	0.0697	0.0937	0.7441	0.4568	False	True	-1	-0.0697	-0.7441
BUN	UF	0.0331	0.0622	0.5312	0.5953	False	True	-1	-0.0331	-0.5312
BUN	Uro	0.0236	0.0666	0.3547	0.7228	False	True	-1	-0.0236	-0.3547
BUN	Uve	0.0151	0.1482	0.1022	0.9186	False	True	-1	-0.0151	-0.1022
BUN	Var	-0.0874	0.1537	-0.5687	0.5696	False	True	-1	0.0874	0.5687
BUN	Zos	-0.374	0.7792	-0.48	0.6312	False	True	-1	0.374	0.48
BUN	PLT	-0.051	0.0706	-0.7226	0.4699	False	False	1	-0.051	-0.7226
BUN	PM	0.0627	0.0995	0.63	0.5287	False	True	-1	-0.0627	-0.63
BUN	PP	0.0712	0.0614	1.161	0.2456	False	False	1	0.0712	1.161
BUN	PT	-0.0027	0.1072	-0.0253	0.9798	False	True	-1	0.0027	0.0253
BUN	PaC	-0.125	0.2308	-0.5414	0.5883	False	True	-1	0.125	0.5414
BUN	PeD	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	Per	0.0404	0.2904	0.139	0.8895	False	True	-1	-0.0404	-0.139
BUN	Pl	-0.1321	0.2042	-0.6469	0.5177	False	True	-1	0.1321	0.6469
BUN	Pn	-0.0303	0.1163	-0.2607	0.7943	False	True	-1	0.0303	0.2607
BUN	Pne	-0.0628	0.1443	-0.4354	0.6633	False	True	-1	0.0628	0.4354
BUN	Pneu	-0.2132	0.2826	-0.7545	0.4505	False	True	-1	0.2132	0.7545
BUN	Pol	-0.1027	0.07	-1.4667	0.1425	False	True	-1	0.1027	1.4667
BUN	PrC	-0.0386	0.0638	-0.6052	0.545	False	True	-1	0.0386	0.6052
BUN	PsV	0.0719	0.1291	0.5572	0.5774	False	True	-1	-0.0719	-0.5572
BUN	Pye	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	R03A	-0.0125	0.088	-0.1423	0.8869	False	True	-1	0.0125	0.1423
BUN	R03BA	-0.0778	0.0958	-0.8123	0.4166	False	True	-1	0.0778	0.8123
BUN	R06A	0.0984	0.1015	0.9689	0.3326	False	True	-1	-0.0984	-0.9689
BUN	RA	-0.1469	0.0832	-1.7656	0.0775	False	True	-1	0.1469	1.7656
BUN	RBC	-0.0427	0.061	-0.6992	0.4844	False	False	1	-0.0427	-0.6992
BUN	RD	-0.0308	0.1281	-0.2406	0.8099	False	True	-1	0.0308	0.2406
BUN	RF	-0.1494	0.2166	-0.6897	0.4904	False	True	-1	0.1494	0.6897
BUN	RP	0.4923	0.3233	1.5229	0.1278	False	True	-1	-0.4923	-1.5229
BUN	RW	NA	NA	NA	NA	False	True	-1	NA	NA
BUN	S01E	-0.0401	0.1098	-0.365	0.7151	False	True	-1	0.0401	0.365
